customer_id,time_bucket,if_raw_score,if_risk,lstm_raw_score,lstm_risk,combined_risk,bucket_has_anomaly
1,2026-07-17 22:00:00,-0.0944140146497453,0.4753293722552312,,,0.4753293722552312,0
1,2026-07-17 23:00:00,-0.08866115098362803,0.515370705244123,,,0.515370705244123,0
1,2026-07-18 01:45:00,-0.10749952894795706,0.38543012141565486,,,0.38543012141565486,0
1,2026-07-18 02:15:00,-0.057885129378521194,0.6968483595970033,,,0.6968483595970033,0
1,2026-07-18 03:15:00,-0.09302097308445689,0.4881167656936192,,,0.4881167656936192,0
1,2026-07-18 06:45:00,-0.11964692750937683,0.3130973908550762,,,0.3130973908550762,0
1,2026-07-18 07:00:00,-0.13511235090559437,0.20588995091707568,,,0.20588995091707568,0
1,2026-07-18 08:00:00,-0.15425384992930646,0.07375355205373288,,,0.07375355205373288,0
1,2026-07-18 08:45:00,-0.043794251993071076,0.7628519762335314,,,0.7628519762335314,0
1,2026-07-18 09:00:00,-0.13759427921407869,0.18780676827693102,0.089007884,0.7576248313090418,0.4727157997929864,0
1,2026-07-18 10:00:00,-0.056416535948963564,0.7079566003616636,0.09544236,0.8472334682860999,0.7775950343238818,0
1,2026-07-18 10:30:00,-0.056416535948963564,0.7079566003616636,0.07806274,0.4777327935222672,0.5928446969419654,0
1,2026-07-18 11:15:00,-0.14866838994897835,0.11004908292430897,0.076629244,0.43832658569500677,0.2741878343096579,0
1,2026-07-18 12:45:00,-0.16025391572204206,0.0485662619478171,0.07116351,0.2977058029689609,0.173136032458389,0
1,2026-07-18 14:30:00,-0.02581221412193324,0.8468096099199174,0.07930223,0.5130904183535763,0.6799500141367468,0
1,2026-07-18 14:45:00,-0.13839575221071848,0.17954017049857918,0.080138035,0.5368421052631579,0.35819113788086854,0
1,2026-07-18 17:00:00,-0.01716482275221598,0.8760010333247223,0.08643264,0.697165991902834,0.7865835126137781,0
1,2026-07-18 17:30:00,-0.11766447999069424,0.3293722552312064,0.08848405,0.7462887989203779,0.5378305270757922,0
1,2026-07-18 20:00:00,-0.14313359902559186,0.14737793851717904,0.082733706,0.6099865047233468,0.37868222162026294,0
1,2026-07-18 20:15:00,-0.1521276751402243,0.08718677344355463,0.08141567,0.5743589743589743,0.3307728739012645,0
1,2026-07-18 20:45:00,-0.1247616657298653,0.27628519762335313,0.07698975,0.4461538461538462,0.3612195218885996,0
1,2026-07-19 01:30:00,-0.08081975238972539,0.5656161198656677,0.084598534,0.6558704453441295,0.6107432826048986,0
1,2026-07-19 02:00:00,-0.0445708961394804,0.7593645052957892,0.089644186,0.7676113360323886,0.763487920664089,0
1,2026-07-19 04:15:00,-0.1033430098244501,0.4213381555153707,0.08638068,0.6963562753036437,0.5588472154095072,0
1,2026-07-19 04:30:00,-0.045107246590451955,0.7561353655386205,0.08268728,0.607557354925776,0.6818463602321982,0
1,2026-07-19 05:15:00,-0.07045505193806512,0.6287780935158873,0.090040356,0.7770580296896087,0.702918061602748,0
1,2026-07-19 05:30:00,-0.08160869102738466,0.5590286747610437,0.08155716,0.5784075573549258,0.5687181160579847,0
1,2026-07-19 06:00:00,-0.12128030961854652,0.2986308447429605,0.08195475,0.5870445344129555,0.442837689577958,0
1,2026-07-19 08:15:00,-0.0620858758688243,0.6747610436579695,0.08785268,0.7311740890688259,0.7029675663633976,0
1,2026-07-19 09:15:00,-0.12134941643895514,0.2977266856109532,0.09071652,0.7883940620782726,0.5430603738446129,0
1,2026-07-19 09:45:00,-0.1308559487127431,0.23559803668302765,0.07614458,0.4251012145748988,0.3303496256289632,0
1,2026-07-19 10:15:00,-0.15045549648443007,0.09739085507620769,0.06939166,0.2585695006747638,0.17798017787548576,0
1,2026-07-19 11:45:00,-0.07354947759379293,0.6121157323688969,0.07379448,0.3592442645074224,0.4856799984381597,0
1,2026-07-19 12:00:00,-0.020362659517842552,0.8637303022474813,0.08468042,0.6591093117408907,0.761419806994186,0
1,2026-07-19 12:15:00,-0.03665577344145021,0.7966933608886593,0.078252174,0.48097165991902835,0.6388325104038438,0
1,2026-07-19 15:00:00,-0.07315436804497177,0.6156032033066391,0.06709811,0.21484480431848854,0.4152240038125638,0
1,2026-07-19 15:15:00,-0.10508427307694823,0.40131748902092484,0.08057739,0.5503373819163293,0.47582743546862705,0
1,2026-07-19 18:00:00,-0.137534766631903,0.18819426504779127,0.07749869,0.4620782726045884,0.32513626882618984,0
1,2026-07-19 18:15:00,-0.12367611779567789,0.28171015241539654,0.064069,0.15897435897435896,0.22034225569487775,0
1,2026-07-19 18:45:00,-0.021519620671238138,0.8607594936708861,0.069004856,0.2512820512820513,0.5560207724764687,0
1,2026-07-19 19:15:00,-0.05031839069905386,0.7334022216481529,0.08256982,0.6026990553306343,0.6680506384893936,0
1,2026-07-19 20:00:00,-0.08817515910910262,0.5197623353138724,0.0824418,0.6005398110661269,0.5601510731899997,0
1,2026-07-19 20:45:00,-0.03034598233461261,0.8289847584603461,0.086812384,0.7058029689608637,0.7673938637106049,0
1,2026-07-19 21:45:00,-0.107171630450072,0.38865926117282357,0.080235176,0.5406207827260459,0.4646400219494347,0
1,2026-07-19 23:00:00,0.04393981494132215,0.9952208731593903,0.07845925,0.4863697705802969,0.7407953218698436,0
1,2026-07-19 23:15:00,-0.04962184007641324,0.7359855334538878,0.08701603,0.7101214574898785,0.7230534954718832,0
1,2026-07-20 00:00:00,-0.001428865435418425,0.9299922500645827,0.098738894,0.8723346828609987,0.9011634664627908,0
1,2026-07-20 00:15:00,-0.024152323856924784,0.8509429088090933,0.104392275,0.893387314439946,0.8721651116245197,0
1,2026-07-20 01:30:00,0.019570139018626587,0.9744252131232239,0.10358957,0.8920377867746289,0.9332314999489264,0
